resolution_key,entry,form,pdf_page,style,previous_line_id,next_line_id,left_fragment,right_fragment,printed,joined_candidate,hyphenated_candidate,previous_line_text,next_line_text,llm_suggestion,llm_resolved_text,llm_confidence,approved_resolution,review_status,notes
p0531-l0035|p0531-l0036|gate|post,kokot,kokot,531,roman,p0531-l0035,p0531-l0036,gate,post,gate- post,gatepost,gate-post,"(of gate), socket (of rudder). – jantan pintle of rudder or gate-","post, hook, clasp. – kemudi (naut) rudder socket. – kunci key ",preserve_hyphen,gate-post,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0537-l0012|p0537-l0013|konsisté|nan,konsistén,konsistén,537,bold_italic,p0537-l0012,p0537-l0013,konsisté,nan,konsisté- nan,konsisténan,konsisté-nan,konsistén (D/E) consistent. tidak – inconsistent. ketidak-konsisté-,nan inconsistency.,remove_hyphen,konsisténan,low,remove_hyphen,approved,LLM draft: a short unattested fragment in a bold form looks like a syllabic line break; review this morphology. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0538-l0032|p0538-l0033|mengkontrak|séwakan,kontrak,kontrak,538,bold_italic,p0538-l0032,p0538-l0033,mengkontrak,séwakan,mengkontrak- séwakan,mengkontrakséwakan,mengkontrak-séwakan,séwa lease. persetujuan – séwa a lease agreement. mengkontrak-,séwakan to lease. ,preserve_hyphen,mengkontrak-séwakan,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0542-l0053|p0542-l0054|sipil|pertahanan,Kosubsék Hansip-Hanra,Kosubsék Hansip-Hanra,542,roman,p0542-l0053,p0542-l0054,Sipil,Pertahanan,Sipil- Pertahanan,SipilPertahanan,Sipil-Pertahanan,Kosubsék Hansip-Hanra [Komando Subséktor Pertahanan Sipil-,Pertahanan Rakyat] People’s and Civil Defense Subsector ,preserve_hyphen,Sipil-Pertahanan,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0545-l0106|p0545-l0107|crypto|muslim,kripto,kripto,545,roman,p0545-l0106,p0545-l0107,crypto,Muslim,crypto- Muslim,cryptoMuslim,crypto-Muslim,kripto (D/E) crypto. –.komunis cryptocommunist. –.Muslim crypto-,Muslim.,preserve_hyphen,crypto-Muslim,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0553-l0006|p0553-l0007|coconuts|full,kulak,kulak,553,roman,p0553-l0006,p0553-l0007,coconuts,full,coconuts- full,coconutsfull,coconuts-full,"kulak I a measure for rice, etc., of about 4 cupak or 4 half-coconuts-","full, equals about 1 gantang.",preserve_hyphen,coconuts-full,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0554-l0110|p0554-l0111|gleaming|black,kumbang,kumbang,554,roman,p0554-l0110,p0554-l0111,gleaming,black,gleaming- black,gleamingblack,gleaming-black,"kumbang 1 various species of bumblebee, esp the large gleaming-","black variety. angin – the strong, dry wind which blows during ",preserve_hyphen,gleaming-black,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0560-l0077|p0560-l0078|snow|bound,kurung,terkurung,560,roman,p0560-l0077,p0560-l0078,snow,bound,snow- bound,snowbound,snow-bound,minded; → seperti KATAK di bawah tempurung. ~ salju snow-,"bound. 3 narrow, restricted. keterkurungan isolation.",preserve_hyphen,snow-bound,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0564-l0133|p0564-l0134|tear|stained,ladung,be(r)ladung,564,roman,p0564-l0133,p0564-l0134,tear,stained,tear- stained,tearstained,tear-stained,"	 be(r)ladung to collect in drops. ~ air mata wet with tears, tear-",stained.,preserve_hyphen,tear-stained,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0568-l0120|p0568-l0121|member|lakukan,laku,berlaku,568,bold,p0568-l0120,p0568-l0121,member,lakukan,member- lakukan,memberlakukan,member-lakukan,"words). 7 to meet with success, be/prove successful. member-","lakukan to put (regulations) into effect, impose (a law or ordi",preserve_hyphen,member-lakukan,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0569-l0139|p0569-l0140|rain|shower,lalu,lalu,569,roman,p0569-l0139,p0569-l0140,rain,shower,rain- shower,rainshower,rain-shower,additional/further/extra payment. hujan – a passing/brief rain-,"shower. sambil – incidentally, casually, in passing, en passant, by ",preserve_hyphen,rain-shower,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0574-l0045|p0574-l0046|di|adema,landak,landak,574,italic,p0574-l0045,p0574-l0046,Di,adema,Di- adema,Diadema,Di-adema,"Guinean echidna, Zaglossus bruijni. – laut sea/devil urchin, Di-",adema setosum.,remove_hyphen,Diadema,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0580-l0105|p0580-l0106|of|bounds,larang,terlarang,580,roman,p0580-l0105,p0580-l0106,of,bounds,of- bounds,ofbounds,of-bounds,restricted area. ~ untuk anggauta ABRI off-limits/out-of-,bounds for army personnel. dinyatakan ~ declared off-limits. ,preserve_hyphen,of-bounds,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0585-l0009|p0585-l0010|ketidak|layakan,layah,melayahkan,585,bold_italic,p0585-l0009,p0585-l0010,ketidak,layakan,ketidak- layakan,ketidaklayakan,ketidak-layakan,"marginal. 4 like, in the manner of. tidak – improper. ketidak-","layakan impropriety, inappropriateness.",preserve_hyphen,ketidak-layakan,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0585-l0067|p0585-l0068|pur|naniaga,layan,pelayanan,585,italic,p0585-l0067,p0585-l0068,pur,naniaga,pur- naniaga,purnaniaga,pur-naniaga,"taurant). ~ pos postal service, mail delivery. ~ purnajual/pur-",naniaga aftersales service. ~ satu atap one-stop service. 2 (= ,remove_hyphen,purnaniaga,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0585-l0107|p0585-l0108|rus|tica,layang-layang,layang-layang,585,italic,p0585-l0107,p0585-l0108,rus,tica,rus- tica,rustica,rus-tica,"tins, Hirundinidae/Cypselidae. – api barn swallow, Hirundo rus-","tica. – batu/biasa Pacific swallow, Hirundo tahitica. ikan – various ",preserve_hyphen,rus-tica,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0593-l0005|p0593-l0006|loose|leaf,lembar,lembar,593,roman,p0593-l0005,p0593-l0006,loose,leaf,loose- leaf,looseleaf,loose-leaf,sheet. – kenangan souvenir sheet (in philately). – lepas loose-,leaf. – penguji proof sheet. – pérak silver foil. – percobaan proof ,preserve_hyphen,loose-leaf,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0596-l0078|p0596-l0079|di|lengkungkan,lengkung,melengkungkan,596,italic,p0596-l0078,p0596-l0079,di,lengkungkan,di- lengkungkan,dilengkungkan,di-lengkungkan,	 melengkungkan to curve/bend/arch s.t. besi batang yang di-,lengkungkan curved iron bar/rod. ,remove_hyphen,dilengkungkan,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0597-l0031|p0597-l0032|upward|curving,lentik,lentik,597,roman,p0597-l0031,p0597-l0032,upward,curving,upward- curving,upwardcurving,upward-curving,tifully raised/arched (of eyebrows/hips). bulu mata – upward-,curving/curled eyelashes. ,preserve_hyphen,upward-curving,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0597-l0107|p0597-l0108|kesukaran|kesukaran,lenyap,pelenyap,597,italic,p0597-l0107,p0597-l0108,kesukaran,kesukaran,kesukaran- kesukaran,kesukarankesukaran,kesukaran-kesukaran,quencher. minuman ~ dahaga thirst quencher. ~ kesukaran-,kesukaran trouble-shooter. ,preserve_hyphen,kesukaran-kesukaran,high,preserve_hyphen,approved,LLM draft: repeated/overlapping Indonesian form. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0598-l0058|p0598-l0059|renggang|kan,lepas,lepas,598,bold_italic,p0598-l0058,p0598-l0059,renggang,kan,renggang- kan,renggangkan,renggang-kan,kai (petro) to back off. – renggang loosened. melepas-renggang-,kan to loosen. – sekolah graduated. – tangan a) with the hands ,preserve_hyphen,renggang-kan,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0603-l0049|p0603-l0050|double|talk,lidah,lidah,603,roman,p0603-l0049,p0603-l0050,double,talk,double- talk,doubletalk,double-talk,"for you to talk. c) unreliable, empty talker. d) to use double-",talk. – air the early stages of an approaching flood. – api tongues ,preserve_hyphen,double-talk,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0608-l0088|p0608-l0089|melipat|empatkan,lipat,lipat,608,bold_italic,p0608-l0088,p0608-l0089,melipat,empatkan,melipat- empatkan,melipatempatkan,melipat-empatkan,double. melipat-duakan to double. – empat fourfold. melipat-,"empatkan to multiply by four. – ganda doubled, multiplied. ",preserve_hyphen,melipat-empatkan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0609-l0099|p0609-l0100|beng|kaknya,lisut,lisut,609,italic,p0609-l0099,p0609-l0100,Beng,kaknya,Beng- kaknya,Bengkaknya,Beng-kaknya,"lisut 1 wrinkled, furrowed; flattened (after being swollen). Beng-","kaknya –. The swelling receded. 2 wilted, faded. 3 withered, ",remove_hyphen,Bengkaknya,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0612-l0011|p0612-l0012|terlomat|lompat,lompat,terlompat,612,bold,p0612-l0011,p0612-l0012,terlomat,lompat,terlomat- lompat,terlomatlompat,terlomat-lompat,	 terlompat 1 to jump suddenly/unintentionally. 2 (= terlomat-,"lompat) ~ dari a) (mulut) inadvertently let drop (or, say). b) to ",preserve_hyphen,terlomat-lompat,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0612-l0100|p0612-l0101|di|longgari,longgar,melonggari,612,italic,p0612-l0100,p0612-l0101,di,longgari,di- longgari,dilonggari,di-longgari,	 melonggari 1 to add s.t. in order to widen s.t. else. Bajunya di-,longgari sedikit. His coat was made looser (by adding material ,remove_hyphen,dilonggari,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0617-l0126|p0617-l0127|water|weed,lumut,lumut,617,roman,p0617-l0126,p0617-l0127,water,weed,water- weed,waterweed,water-weed,dew; duckweed. 3 algae. – daun moss. – ékor kuning a water-,"weed with yellow flowers, k.o. bladderwort, Utricularia ",preserve_hyphen,water-weed,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0617-l0137|p0617-l0138|dita|kuk,lunak,lunak,617,italic,p0617-l0137,p0617-l0138,dita,kuk,dita- kuk,ditakuk,dita-kuk,"3 lenient, permissive, pliable, easygoing. – di sudut, keras dita-","kuk tit for tat. – gigi dari lidah gentle. – hati flexible, not stub",remove_hyphen,ditakuk,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0624-l0106|p0624-l0107|bak|bakbur,main,main,624,italic,p0624-l0106,p0624-l0107,bak,bakbur,bak- bakbur,bakbakbur,bak-bakbur,tions. – backing/béking to back up s.o. unthinkingly. – bak-,bakbur; → BERWOKWOK KETEKUR. – barangkali to say/use ,preserve_hyphen,bak-bakbur,high,preserve_hyphen,approved,LLM draft: repeated/overlapping Indonesian form. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0625-l0021|p0625-l0022|salip|salipan,main,main,625,italic,p0625-l0021,p0625-l0022,salip,salipan,salip- salipan,salipsalipan,salip-salipan,– sabun a) to fix (a game). b) to masturbate (using soap). – salip-,salipan to keep on passing e.o. (in cars). – sandiwara a) to put on ,preserve_hyphen,salip-salipan,high,preserve_hyphen,approved,LLM draft: repeated/overlapping Indonesian form. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0626-l0021|p0626-l0022|christian|protestant,majelis,majelis,626,roman,p0626-l0021,p0626-l0022,Christian,Protestant,Christian- Protestant,ChristianProtestant,Christian-Protestant,(Br) Religious Council – geréja a) church council. b) (Christian-,"Protestant) consistory. – hakim judicial tribunal, panel of judges. ",preserve_hyphen,Christian-Protestant,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0628-l0008|p0628-l0009|man|eater,makan,pemakan,628,roman,p0628-l0008,p0628-l0009,man,eater,man- eater,maneater,man-eater,vore. ~ gaji wage earner. ~ nabatah vegetarian. ~ orang man-,"eater, cannibal. ~ rumput herbivore. ~ segala omnivore. 2 ",preserve_hyphen,man-eater,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0629-l0121|p0629-l0122|aveng|ing,malaikat,malaikat,629,roman,p0629-l0121,p0629-l0122,aveng,ing,aveng- ing,avenging,aveng-ing,"→ MUNKAR, NAKIR. – pelindung guardian angel. – pembalas aveng-",ing angel. – pencabut nyawa angel of death. – penolong angel of ,remove_hyphen,avenging,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0635-l0014|p0635-l0015|bead|like,manik,bermanik-manik,635,roman,p0635-l0014,p0635-l0015,bead,like,bead- like,beadlike,bead-like,"	 bermanik-manik 1 to wear a necklace, etc. made of beads, bead-",like. 2 drops of water/sweat.,preserve_hyphen,bead-like,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0636-l0086|p0636-l0087|ketidak|manusiawian,manusiawi,manusiawi,636,bold_italic,p0636-l0086,p0636-l0087,ketidak,manusiawian,ketidak- manusiawian,ketidakmanusiawian,ketidak-manusiawian,"manusiawi human (mod). tidak – inhuman, inhumanely. ketidak-",manusiawian inhumanity.,preserve_hyphen,ketidak-manusiawian,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0637-l0141|p0637-l0142|plum|like,markisa(h),markisa(h),637,roman,p0637-l0141,p0637-l0142,plum,like,plum- like,plumlike,plum-like,"markisa(h) (Port) passion fruit, Passiflora quadrangularis; a plum-","like, greenish-purple fruit; → ÉRBIS.",preserve_hyphen,plum-like,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0639-l0034|p0639-l0035|me|masal,masal,masal,639,bold_italic,p0639-l0034,p0639-l0035,me,masal,me- masal,memasal,me-masal,"masal (D) wholesale, massive, mass. – kawin mass marriage. me-",masal-kawinkan to marry off in a mass marriage.,preserve_hyphen,me-masal,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0640-l0061|p0640-l0062|em|place,masuk,masuk,640,roman,p0640-l0061,p0640-l0062,em,place,em- place,emplace,em-place,"postponed, tabled. – serdadu to enlist. – setéling (mil) to em-",place. – suluk to go into seclusion. – tahanan to be under arrest. ,preserve_hyphen,em-place,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0642-l0013|p0642-l0014|perihe|lion,matahari,matahari,642,roman,p0642-l0013,p0642-l0014,perihe,lion,perihe- lion,perihelion,perihe-lion,"matahari I the sun. cahaya – sunlight, sunshine. dekat – perihe-",lion. (di) sebelah – hidup/naik/terbit/timbul eastward. di ,remove_hyphen,perihelion,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0642-l0116|p0642-l0117|check|mated,mati,mati,642,roman,p0642-l0116,p0642-l0117,check,mated,check- mated,checkmated,check-mated,"– langkah (in chess/badminton/soccer) unable to move, check-",mated. – lelas to die in vain. – lemas to asphyxiate. – lepur to ,preserve_hyphen,check-mated,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0643-l0108|p0643-l0109|berke|mauan,mau,kemauan,643,bold,p0643-l0108,p0643-l0109,berke,mauan,berke- mauan,berkemauan,berke-mauan,accord/free will. di luar ~ sendiri against one’s will. berke-,mauan to have the will/wish/desire/willingness to. ~ keras to ,preserve_hyphen,berke-mauan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0644-l0138|p0644-l0139|pandai|pandai,médan,médan,644,italic,p0644-l0138,p0644-l0139,pandai,pandai,pandai- pandai,pandaipandai,pandai-pandai,– listrik electric field. – magnét magnetic field. – orang pandai-,pandai society of learned people. – peperangan/ perang/pertem-,preserve_hyphen,pandai-pandai,high,preserve_hyphen,approved,LLM draft: repeated/overlapping Indonesian form. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0646-l0067|p0646-l0068|me|melék,melék,melék,646,bold_italic,p0646-l0067,p0646-l0068,me,melék,me- melék,memelék,me-melék,sara literate. – hukum ignorant of the law. – huruf literate. me-,"melék-hurufkan to make literate, teach how to read and write. ",preserve_hyphen,me-melék,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0651-l0115|p0651-l0116|red|whiskered,merbah,merbah,651,roman,p0651-l0115,p0651-l0116,red,whiskered,red- whiskered,redwhiskered,red-whiskered,"flycatcher, Rhipidura javanica longicauda. – jambul red-","whiskered bulbul, Pycnonotus jocosus pattani. – kapur yellow-",preserve_hyphen,red-whiskered,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0655-l0041|p0655-l0042|ship|owner,milik,pemilik,655,roman,p0655-l0041,p0655-l0042,ship,owner,ship- owner,shipowner,ship-owner,"	 pemilik possessor, owner, proprietor. ~ angkutan laut ship-",owner. ~ bersama joint tenant. ~ guntai absentee landlord. ~ ,preserve_hyphen,ship-owner,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0656-l0043|p0656-l0044|bermini|rok,mini,mini,656,bold_italic,p0656-l0043,p0656-l0044,bermini,rok,bermini- rok,berminirok,bermini-rok,"mini (D/E) 1 small, miniature, mini-. 2 (– rok) miniskirt. bermini-",rok to wear a miniskirt.,preserve_hyphen,bermini-rok,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0657-l0054|p0657-l0055|antra|sén,minyak,minyak,657,italic,p0657-l0054,p0657-l0055,antra,sén,antra- sén,antrasén,antra-sén,medicinal oil used as a liniment against various ailments. – antra-,sén anthracene oil. – asihan love potion. – atar perfume. – atsiri ,remove_hyphen,antrasén,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0657-l0082|p0657-l0083|co|paiba,minyak,minyak,657,roman,p0657-l0082,p0657-l0083,co,paiba,co- paiba,copaiba,co-paiba,"oil. – ladan ladanon, fuel made from damar resin. – lagam co-","paiba balsam. – lampu kerosene, illuminating oil. – lapis slushing ",remove_hyphen,copaiba,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0657-l0105|p0657-l0106|brillian|tine,minyak,minyak,657,roman,p0657-l0105,p0657-l0106,brillian,tine,brillian- tine,brilliantine,brillian-tine,mium/super grade gasoline. – raksi perfume. – rambut brillian-,"tine, hair oil. – rapa rapeseed oil. – rengas varnish. – resap ",remove_hyphen,brilliantine,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0657-l0116|p0657-l0117|kali|jogo,minyak,minyak,657,roman,p0657-l0116,p0657-l0117,Kali,jogo,Kali- jogo,Kalijogo,Kali-jogo,ing/washing the revered heritage of the ancestors of Sunan Kali-,jogo at Demak and for the heirloom at the Kraton in Solo. – suci ,preserve_hyphen,Kali-jogo,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0657-l0119|p0657-l0120|du|gung,minyak,minyak,657,italic,p0657-l0119,p0657-l0120,du,gung,du- gung,dugung,du-gung,– tangis duyung k.o. water that is believed to come from the du-,gung and is used to seduce women; → DUYUNG. – tanah kero-,preserve_hyphen,du-gung,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0659-l0020|p0659-l0021|sabtu|pahing,miyosi,miyosi,659,italic,p0659-l0020,p0659-l0021,Sabtu,Pahing,Sabtu- Pahing,SabtuPahing,Sabtu-Pahing,miyosi (Jv) to commemorate one’s birthday falling on a Sabtu-,Pahing.,preserve_hyphen,Sabtu-Pahing,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0660-l0036|p0660-l0037|anu|ria,mogok,mogok,660,roman,p0660-l0036,p0660-l0037,anu,ria,anu- ria,anuria,anu-ria,boycott classes or lectures. – duduk sit-down strike. – ginjal anu-,ria. – lapar/makan hunger strike. – solidér sympathy strike.,preserve_hyphen,anu-ria,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0663-l0087|p0663-l0088|yeast|sweetened,muda,pemuda,663,roman,p0663-l0087,p0663-l0088,Yeast,Sweetened,Yeast- Sweetened,YeastSweetened,Yeast-Sweetened,age boy. ~ gagal sekolah a (school) dropout. ~ Peuyeum “Yeast-,"Sweetened Cassava-Bun Youth,” i.e., the derogatory epithet ",preserve_hyphen,Yeast-Sweetened,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0666-l0008|p0666-l0009|kebuatan|nya,mula,semula,666,italic,p0666-l0008,p0666-l0009,kebuatan,nya,kebuatan- nya,kebuatannya,kebuatan-nya,"tetap sebagai ~ still like before. badannya pulang ~, kebuatan-",nya telah timbul sebagai ~ and séhat kembali sebagai ~ to re-,remove_hyphen,kebuatannya,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0669-l0013|p0669-l0014|tur|doides,murai,murai,669,italic,p0669-l0013,p0669-l0014,Tur,doides,Tur- doides,Turdoides,Tur-doides,"thrush, Turdus obscurus. – belukar common brown babbler, Tur-","doides spp. – ékor gading → MURAI bangau. – gajah fairy bluebird, ",remove_hyphen,Turdoides,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0672-l0089|p0672-l0090|melayu|tinggi,nafi,menafikan,672,italic,p0672-l0089,p0672-l0090,Melayu,tinggi,Melayu- tinggi,Melayutinggi,Melayu-tinggi,"	 menafikan 1 to deny, refuse, reject. Penobatan bahasa Melayu-",tinggi sebagai bahasa Indonésia dengan serta-merta ~ karya ,preserve_hyphen,Melayu-tinggi,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0674-l0049|p0674-l0050|flag|raising,naik,penaikan,674,roman,p0674-l0049,p0674-l0050,flag,raising,flag- raising,flagraising,flag-raising,"	 penaikan 1 rising, increasing. 2 raising. upacara ~ bendéra flag-",raising ceremony.,preserve_hyphen,flag-raising,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0679-l0003|p0679-l0004|tu|ani,ndoro,ndoro,679,bold_italic,p0679-l0003,p0679-l0004,tu,ani,tu- ani,tuani,tu-ani,title of respectful address (for Arabs and Dutch). mendoro-tu-,ani to use respectful titles in speaking to. kendoro-tuanan ,preserve_hyphen,tu-ani,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
